title,theaters,release,domestic,distributor,release,genre,runtime,rating,budget,worldwide
"b'Ma Fille, Mon Ange'", 87 theaters, 94 days / 13.4 weeks,"b'$3,498,700'",Alliance,"February 16, 2007",b'Foreign',b'N/A',b'R',b'N/A',"b'$2,780,005'"
b'Ma Mere', 4 theaters, 105 days / 15 weeks,"b'$96,800'",TLA Releasing,"May 13, 2005",b'Foreign',b'1 hrs. 51 min.',b'NC-17',b'N/A',"b'$1,022,148'"
b'Ma Saison Preferee',N/A,N/A,"b'$1,712,100'",Filmopolis,"April 19, 1996",b'Foreign',b'2 hrs. 4 min.',b'Unrated',b'N/A',N/A
b'Ma Tante Aline', 65 theaters, 73 days / 10.4 weeks,"b'$1,291,300'",Alliance,"July 20, 2007",b'Foreign',b'1 hrs. 47 min.',b'Unrated',b'N/A',N/A
b'Ma vie en cinemascope',N/A,N/A,"b'$1,572,100'",Alliance,"December 17, 2004",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',N/A
b'Ma Vie En Rose', 63 theaters,N/A,"b'$3,992,200'",Sony Classics,"December 26, 1997",b'Foreign',b'1 hrs. 28 min.',b'R',b'N/A',N/A
b'Machuca', 1 theaters, 23 days / 3.3 weeks,"b'$36,000'",Menemsha,"January 19, 2005",b'Foreign',b'1 hrs. 56 min.',b'Unrated',b'N/A',"b'$3,187,700'"
b'Mad Detective', 1 theaters, 14 days / 2 weeks,"b'$5,600'",IFC,"July 18, 2008",b'Foreign / Action',b'1 hrs. 29 min.',b'Unrated',b'N/A',"b'$2,160,790'"
b'Madame Bovary (1991)', 53 theaters,N/A,"b'$4,053,300'",Samuel Goldwyn,"December 27, 1991",b'Foreign',b'2 hrs. 23 min.',b'PG-13',b'N/A',N/A
b'Madame Bovary (1991)', 53 theaters,N/A,"b'$4,053,300'",Samuel Goldwyn,"December 27, 1991",b'Foreign',b'2 hrs. 23 min.',b'PG-13',b'N/A',N/A
b'Made in U.S.A. (re-issue)', 2 theaters, 224 days / 32 weeks,"b'$110,500'",Rialto,"January 9, 2009",b'Foreign',b'1 hrs. 30 min.',b'R',b'N/A',N/A
b'The Mafia Only Kills in Summer', 5 theaters, 66 days / 9.4 weeks,"b'$37,500'",Distrib Films,"March 6, 2015",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',"b'$37,134'"
b'Mafioso (re-issue)', 7 theaters, 196 days / 28 weeks,"b'$503,500'",Rialto,"January 19, 2007",b'Foreign',b'1 hrs. 45 min.',b'Unrated',b'N/A',N/A
"b'Magdalena, The Unholy Saint'", 3 theaters, 7 days / 1 weeks,"b'$8,700'",Unico Entertainment,"March 11, 2005",b'Foreign',b'1 hrs. 50 min.',b'Unrated',b'N/A',N/A
b'Magic to Win', 5 theaters, 10 days / 1.4 weeks,"b'$11,800'",China Lion,"December 9, 2011",b'Foreign',b'N/A',b'Unrated',b'N/A',"b'$10,697'"
b'The Maid', 19 theaters, 161 days / 23 weeks,"b'$651,800'",Elephant Eye Films,"October 16, 2009",b'Foreign',b'1 hrs. 34 min.',b'Unrated',b'N/A',"b'$1,633,005'"
b'Main Aurr Mrs. Khanna', 59 theaters, 21 days / 3 weeks,"b'$237,800'",UTV Communications,"October 16, 2009",b'Foreign',b'2 hrs. 15 min.',b'Unrated',b'N/A',"b'$431,630'"
b'Main Hoon Na', 79 theaters,N/A,"b'$2,436,300'",Eros,"April 30, 2004",b'Foreign',b'3 hrs. 2 min.',b'Unrated',b'N/A',"b'$10,836,270'"
b'Main Prem Ki Diwani Hoon', 60 theaters, 28 days / 4 weeks,"b'$1,769,700'",Rajshri Intl.,"June 27, 2003",b'Foreign',b'3 hrs. 17 min.',b'Unrated',b'N/A',"b'$6,290,342'"
b'Main Tera Hero', 77 theaters, 21 days / 3 weeks,"b'$285,500'",Eros,"April 4, 2014",b'Foreign',b'1 hrs. 40 min.',b'Unrated',b'N/A',"b'$274,579'"
b'Malamaal Weekly', 19 theaters, 21 days / 3 weeks,"b'$270,500'",Rainbow Films,"March 10, 2006",b'Foreign',b'2 hrs. 17 min.',b'Unrated',b'N/A',"b'$754,009'"
b'Malena', 117 theaters,N/A,"b'$5,291,900'",Miramax,"December 22, 2000",b'Foreign',b'1 hrs. 30 min.',b'R',b'N/A',"b'$14,493,284'"
b'The Man From Nowhere', 19 theaters,N/A,"b'$571,000'",CJ Entertainment,"October 1, 2010",b'Foreign',b'N/A',b'R',b'N/A',"b'$43,059,790'"
b'The Man of My Life', 1 theaters, 42 days / 6 weeks,"b'$9,600'",Strand,"September 21, 2007",b'Foreign',b'1 hrs. 52 min.',b'Unrated',b'N/A',"b'$2,542,577'"
b'Man on the Train', 85 theaters, 203 days / 29 weeks,"b'$3,650,700'",Paramount Classics,"May 9, 2003",b'Foreign',b'1 hrs. 30 min.',b'R',b'N/A',"b'$7,585,989'"
b'The Man Who Copied', 3 theaters, 98 days / 14 weeks,"b'$32,900'",TLA Releasing,"April 22, 2005",b'Foreign',b'2 hrs. 3 min.',b'R',b'N/A',N/A
b'The Man Without a Past', 31 theaters, 175 days / 25 weeks,"b'$1,323,900'",Sony Classics,"April 4, 2003",b'Foreign',b'1 hrs. 37 min.',b'PG-13',b'N/A',"b'$9,564,237'"
b'Mancora', 2 theaters, 70 days / 10 weeks,"b'$35,800'",Maya Entertainment,"March 20, 2009",b'Foreign',b'1 hrs. 40 min.',b'R',b'N/A',"b'$196,069'"
b'Mangal Pandey - The Rising', 63 theaters, 28 days / 4 weeks,"b'$1,289,000'",Yash Raj,"August 12, 2005",b'Foreign',b'2 hrs. 30 min.',b'Unrated',b'N/A',"b'$8,142,076'"
b'Mannat', 10 theaters, 14 days / 2 weeks,"b'$70,800'",Eros,"October 6, 2006",b'Foreign',b'2 hrs. 45 min.',b'Unrated',b'N/A',N/A
b'Manon of the Spring',N/A,N/A,"b'$8,727,600'",Orion Classics,"November 5, 1987",b'Foreign',b'1 hrs. 53 min.',b'PG',b'N/A',N/A
"b""Manuscripts Don't Burn""", 2 theaters, 140 days / 20 weeks,"b'$6,700'",Kino Lorber,"July 25, 2014",b'Foreign',b'2 hrs. 5 min.',b'Unrated',b'N/A',N/A
b'Marathon', 1 theaters, 3 days / 0.4 weeks,"b'$2,400'",Cinema Four,"April 2, 2004",b'Foreign',b'1 hrs. 14 min.',b'Unrated',b'N/A',"b'$1,703'"
b'Marebito', 3 theaters, 98 days / 14 weeks,"b'$18,700'",Tartan,"December 9, 2005",b'Foreign / Horror',b'1 hrs. 32 min.',b'R',b'N/A',"b'$107,259'"
b'Maria Full of Grace', 127 theaters, 119 days / 17 weeks,"b'$9,105,700'",Fine Line,"July 16, 2004",b'Foreign',b'1 hrs. 41 min.',b'R',b'N/A',"b'$12,594,630'"
"b""Marie's Story""", 8 theaters, 63 days / 9 weeks,"b'$12,100'",Film Movement,"May 1, 2015",b'Foreign',b'1 hrs. 35 min.',b'Unrated',b'N/A',"b'$11,720'"
b'Marius', 2 theaters, 63 days / 9 weeks,"b'$10,500'",Kino Lorber,"July 4, 2014",b'Foreign',b'1 hrs. 33 min.',b'Unrated',b'N/A',"b'$2,249,781'"
b'Marius and Jeannette',N/A,N/A,"b'$526,300'",New Yorker,"April 24, 1998",b'Foreign',b'1 hrs. 45 min.',b'Unrated',b'N/A',N/A
b'Marquise of O', 2 theaters, 91 days / 13 weeks,"b'$6,300'",Film Movement,"March 27, 2015",b'Foreign',b'1 hrs. 42 min.',b'PG',b'N/A',N/A
"b'Marriage, Italian Style (2011 re-release)'", 1 theaters, 7 days / 1 weeks,"b'$11,600'",Kino Classics,"September 23, 2011",b'Foreign',b'1 hrs. 42 min.',b'Unrated',b'N/A',N/A
b'Mary Kom', 139 theaters, 14 days / 2 weeks,"b'$665,900'",Eros,"September 5, 2014",b'Foreign',b'2 hrs. 2 min.',b'Unrated',b'N/A',"b'$621,300'"
b'Mas Negro Que La Noche', 178 theaters, 28 days / 4 weeks,"b'$932,500'",Lionsgate,"September 26, 2014",b'Foreign / Horror',b'N/A',b'R',b'N/A',"b'$6,091,063'"
b'Masai:<br/>The Rain Warriors', 1 theaters, 77 days / 11 weeks,"b'$9,800'",Artmattan Prods.,"October 20, 2006",b'Foreign',b'1 hrs. 34 min.',b'Unrated',b'N/A',"b'$1,163,922'"
b'Masculine Feminine (Re-issue)', 4 theaters, 210 days / 30 weeks,"b'$270,700'",Rialto,"February 11, 2005",b'Foreign',b'1 hrs. 43 min.',b'Unrated',b'N/A',N/A
b'Masquerade (2012)', 15 theaters, 210 days / 30 weeks,"b'$998,000'",CJ Entertainment,"September 21, 2012",b'Foreign',b'2 hrs. 11 min.',b'Unrated',b'N/A',"b'$80,762,596'"
b'Matador',23,N/A,"b'$436,100'",World Artists,"April 29, 1988",b'Foreign',b'1 hrs. 50 min.',b'NC-17',b'N/A',"b'$210,318'"
b'Matru Ki Bijlee Ka Mandola',N/A,N/A,N/A,FIP,"January 11, 2013",b'Foreign',b'N/A',b'Unrated',b'N/A',"b'$6,009,116'"
b'Mausam', 96 theaters,N/A,"b'$794,400'",Eros,"September 23, 2011",b'Foreign',b'2 hrs. 35 min.',b'Unrated',b'N/A',"b'$728,316'"
b'Mauvais Sang (2013 re-release)', 2 theaters, 70 days / 10 weeks,"b'$36,900'",Carlotta Films,"November 29, 2013",b'Foreign',b'1 hrs. 45 min.',b'Unrated',b'N/A',N/A
b'Max et les Ferrailleurs (Max and the Junkmen) (2012 re-release)', 2 theaters, 35 days / 5 weeks,"b'$39,200'",Rialto,"August 10, 2012",b'Foreign',b'1 hrs. 47 min.',b'Unrated',b'N/A',N/A
b'May Fools', 30 theaters,N/A,"b'$3,228,000'",Orion Classics,"June 22, 1990",b'Foreign',b'1 hrs. 58 min.',b'R',b'N/A',N/A
"b'Maybe, Maybe Not'",N/A,N/A,"b'$918,800'",Orion Classics,"June 28, 1996",b'Foreign',b'1 hrs. 33 min.',b'R',b'N/A',N/A
b'Me You Them', 22 theaters,N/A,"b'$495,600'",Sony Classics,"March 2, 2001",b'Foreign',b'1 hrs. 44 min.',b'PG-13',b'N/A',"b'$323,923'"
b'Mediterraneo',N/A,N/A,"b'$9,458,800'",Miramax,"March 20, 1992",b'Foreign',b'1 hrs. 45 min.',b'R',b'N/A',N/A
b'Mekong Hotel', 3 theaters, 28 days / 4 weeks,"b'$2,500'",Strand,"March 4, 2016",b'Foreign',b'1 hrs. 1 min.',b'Unrated',b'N/A',N/A
b'Memories of Murder', 1 theaters, 21 days / 3 weeks,"b'$20,700'",Palm,"July 15, 2005",b'Foreign',b'2 hrs. 12 min.',b'Unrated',b'N/A',"b'$229,652'"
b'Memories of Tomorrow', 3 theaters, 217 days / 31 weeks,"b'$176,500'",Eleven Arts,"May 18, 2007",b'Foreign',b'2 hrs. 2 min.',b'Unrated',b'N/A',"b'$17,696,020'"
b'The Memory of a Killer', 27 theaters, 77 days / 11 weeks,"b'$450,800'",Sony Classics,"August 26, 2005",b'Foreign',b'2 hrs. 5 min.',b'R',b'N/A',N/A
b'Mera Pind', 19 theaters, 7 days / 1 weeks,"b'$213,500'",AdLabs,"September 5, 2008",b'Foreign',b'N/A',b'Unrated',b'N/A',"b'$176,976'"
b'Mere Baap Pahle Aap', 55 theaters, 7 days / 1 weeks,"b'$137,000'",Shemaroo,"June 13, 2008",b'Foreign',b'2 hrs. 40 min.',b'Unrated',b'N/A',"b'$7,433,423'"
b'Mere Brother Ki Dulhan', 74 theaters, 7 days / 1 weeks,"b'$541,200'",Yash Raj,"September 9, 2011",b'Foreign',b'2 hrs. 25 min.',b'Unrated',b'N/A',"b'$496,172'"
b'The Method (El Metodo)', 2 theaters, 14 days / 2 weeks,"b'$8,800'",Palm,"July 6, 2007",b'Foreign',b'1 hrs. 55 min.',b'Unrated',b'N/A',"b'$3,470,651'"
b'Michael (2012)', 2 theaters, 51 days / 7.3 weeks,"b'$17,200'",Strand,"February 15, 2012",b'Foreign',b'1 hrs. 36 min.',b'Unrated',b'N/A',N/A
b'Mid-August Lunch', 23 theaters, 184 days / 26.3 weeks,"b'$735,600'",Zeitgeist,"March 17, 2010",b'Foreign',b'1 hrs. 15 min.',b'Unrated',b'N/A',"b'$9,383,344'"
b'Midnight Dancers', 1 theaters,N/A,"b'$44,800'",First Run,"July 28, 1995",b'Foreign',b'1 hrs. 58 min.',b'Unrated',b'N/A',N/A
b'Midnight Eagle', 3 theaters, 28 days / 4 weeks,"b'$9,000'",Strand,"November 23, 2007",b'Foreign',b'2 hrs. 11 min.',b'Unrated',b'N/A',"b'$6,522,186'"
b'Milarepa', 13 theaters, 49 days / 7 weeks,"b'$190,200'",Luminous Velocity Releasing,"September 7, 2007",b'Foreign',b'1 hrs. 30 min.',b'PG',b'N/A',"b'$201,634'"
b'Millennium Mambo', 1 theaters, 23 days / 3.3 weeks,"b'$20,800'",Palm,"December 31, 2003",b'Foreign',b'1 hrs. 59 min.',b'R',b'N/A',"b'$14,904'"
b'Mirage', 1 theaters, 7 days / 1 weeks,"b'$3,000'",Picture This!,"March 17, 2006",b'Foreign',b'1 hrs. 43 min.',b'Unrated',b'N/A',N/A
b'The Missing Picture', 9 theaters, 72 days / 10.3 weeks,"b'$55,100'",Strand,"March 19, 2014",b'Foreign',b'1 hrs. 32 min.',b'Unrated',b'N/A',N/A
b'Mississippi Mermaid (re-issue)', 1 theaters, 427 days / 61 weeks,"b'$37,100'",The Film Desk,"July 10, 2009",b'Foreign',b'N/A',b'PG',b'N/A',N/A
b'Moebius', 1 theaters, 10 days / 1.4 weeks,"b'$2,400'",Film Movement,"August 1, 2014",b'Foreign',b'1 hrs. 29 min.',b'Unrated',b'N/A',N/A
b'Mohabbatein', 53 theaters, 10 days / 1.4 weeks,"b'$1,719,100'",Yash Raj,"October 27, 2000",b'Foreign',b'3 hrs. 36 min.',b'Unrated',b'N/A',"b'$4,279,351'"
b'Moliere', 40 theaters, 126 days / 18 weeks,"b'$800,200'",Sony Classics,"July 27, 2007",b'Foreign',b'2 hrs. 0 min.',b'PG-13',b'N/A',"b'$10,878,867'"
b'Mommy', 83 theaters, 182 days / 26 weeks,"b'$3,673,700'",Roadside Attractions,"September 19, 2014",b'Foreign',b'N/A',b'R',b'N/A',"b'$3,494,070'"
b'Mongol', 253 theaters, 98 days / 14 weeks,"b'$6,881,900'",Picturehouse,"June 6, 2008",b'Foreign',b'2 hrs. 0 min.',b'R',b'$18 million',"b'$26,527,510'"
b'Mongolian Ping Pong', 5 theaters, 224 days / 32 weeks,"b'$94,000'",First Run,"April 21, 2006",b'Foreign',b'1 hrs. 42 min.',b'Unrated',b'N/A',"b'$119,732'"
b'Monica la mitraille', 99 theaters,N/A,"b'$2,001,200'",Alliance,"April 30, 2004",b'Foreign',b'2 hrs. 5 min.',b'Unrated',b'N/A',N/A
b'The Monk', 11 theaters, 7 days / 1 weeks,"b'$14,700'",ATO Pictures,"March 8, 2013",b'Foreign',b'1 hrs. 41 min.',b'R',b'N/A',"b'$807,535'"
b'Monsieur Hire', 26 theaters,N/A,"b'$2,901,100'",Orion Classics,"April 20, 1990",b'Foreign',b'1 hrs. 19 min.',b'PG-13',b'N/A',N/A
b'Monsieur Ibrahim', 92 theaters, 247 days / 35.3 weeks,"b'$3,938,000'",Sony Classics,"December 3, 2003",b'Foreign',b'1 hrs. 34 min.',b'R',b'N/A',"b'$11,576,431'"
b'Monsieur Lazhar (U.S.-only)', 86 theaters, 182 days / 26 weeks,"b'$2,151,800'",Music Box Films,"April 13, 2012",b'Foreign',b'1 hrs. 34 min.',b'PG-13',b'N/A',"b'$6,581,915'"
b'Monsieur N.', 5 theaters, 139 days / 19.9 weeks,"b'$51,000'",Empire,"January 22, 2005",b'Foreign',b'2 hrs. 7 min.',b'Unrated',b'N/A',"b'$789,220'"
b'Monsoon Wedding', 254 theaters,N/A,"b'$20,697,500'",USA Films,"February 22, 2002",b'Foreign',b'1 hrs. 54 min.',b'R',b'N/A',"b'$30,787,356'"
b'The Monster',N/A,N/A,"b'$1,206,600'",Lions Gate,"April 19, 1996",b'Foreign',b'1 hrs. 52 min.',b'R',b'N/A',N/A
b'The Monster (Re-issue)', 1 theaters,N/A,"b'$38,900'",Lions Gate,"April 2, 1999",b'Foreign',b'1 hrs. 52 min.',b'R',b'N/A',N/A
b'Mood Indigo', 37 theaters, 119 days / 17 weeks,"b'$324,500'",Drafthouse,"July 18, 2014",b'Foreign',b'1 hrs. 34 min.',b'Unrated',b'N/A',"b'$9,803,187'"
b'Moolaade', 4 theaters, 287 days / 41 weeks,"b'$295,800'",New Yorker,"October 15, 2004",b'Foreign',b'2 hrs. 4 min.',b'Unrated',b'N/A',"b'$434,553'"
"b'Moscow, Belgium'",N/A,N/A,N/A,NeoClassics Films,"December 19, 2008",b'Foreign',b'1 hrs. 42 min.',b'Unrated',b'N/A',"b'$34,715'"
b'Mostly Martha', 143 theaters, 164 days / 23.4 weeks,"b'$6,199,500'",Paramount Classics,"August 16, 2002",b'Foreign',b'1 hrs. 45 min.',b'PG',b'N/A',"b'$9,852,022'"
b'The Motorcycle Diaries', 272 theaters, 147 days / 21 weeks,"b'$23,347,800'",Focus Features,"September 24, 2004",b'Foreign',b'2 hrs. 6 min.',b'R',b'N/A',"b'$57,663,224'"
b'Mountain Patrol:<br/>Kekexili', 11 theaters, 63 days / 9 weeks,"b'$189,600'",IDP,"April 14, 2006",b'Foreign',b'1 hrs. 30 min.',b'PG-13',b'N/A',"b'$169,843'"
"b""Mozart's Sister""", 36 theaters, 182 days / 26 weeks,"b'$778,700'",Music Box Films,"August 19, 2011",b'Foreign',b'2 hrs. 0 min.',b'Unrated',b'$4.5 million',"b'$839,654'"
b'Mr. X', 52 theaters, 7 days / 1 weeks,"b'$45,300'",FIP,"April 17, 2015",b'Foreign',b'2 hrs. 5 min.',b'Unrated',b'N/A',"b'$5,061,387'"
b'Mr. Ya Miss', 10 theaters, 14 days / 2 weeks,"b'$25,000'","Kria, Inc.","December 2, 2005",b'Foreign',b'2 hrs. 16 min.',b'Unrated',b'N/A',N/A
b'Mugamoodi', 21 theaters,N/A,"b'$112,200'",UTV Communications,"August 31, 2012",b'Foreign / Action',b'2 hrs. 30 min.',b'Unrated',b'N/A',"b'$100,809'"
b'Mughal-e-Azam (Re-issue)', 32 theaters, 38 days / 5.4 weeks,"b'$218,100'",UTV Communications,"April 1, 2005",b'Foreign',b'2 hrs. 53 min.',b'Unrated',b'N/A',N/A
b'Mujhse Shaadi Karogi', 48 theaters, 31 days / 4.4 weeks,"b'$1,277,000'",Zee TV,"July 30, 2004",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',N/A
b'Mumbai Meri Jaan', 8 theaters, 7 days / 1 weeks,"b'$19,800'",UTV Communications,"August 22, 2008",b'Foreign',b'2 hrs. 22 min.',b'Unrated',b'N/A',"b'$1,203,043'"
b'Muran', 10 theaters, 14 days / 2 weeks,"b'$32,800'",UTV Communications,"September 30, 2011",b'Foreign',b'2 hrs. 16 min.',b'Unrated',b'N/A',"b'$30,116'"
b'Murder 2', 26 theaters,N/A,"b'$64,900'",Eros,"July 8, 2011",b'Foreign',b'2 hrs. 25 min.',b'Unrated',b'N/A',"b'$59,472'"
b'Museum Hours', 19 theaters, 252 days / 36 weeks,"b'$615,100'",Cinema Guild,"June 28, 2013",b'Foreign',b'1 hrs. 47 min.',b'Unrated',b'N/A',"b'$561,457'"
b'The Music Teacher', 19 theaters,N/A,"b'$2,370,900'",Orion Classics,"July 7, 1989",b'Foreign',b'1 hrs. 40 min.',b'PG',b'N/A',N/A
b'My Afternoons with Margueritte', 41 theaters,N/A,"b'$735,200'",Cohen Media Group,"September 16, 2011",b'Foreign',b'1 hrs. 22 min.',b'Unrated',b'N/A',"b'$14,256,878'"
b'My Best Friend', 63 theaters, 105 days / 15 weeks,"b'$1,795,900'",IFC,"July 13, 2007",b'Foreign',b'1 hrs. 34 min.',b'PG-13',b'N/A',"b'$14,687,738'"
b'My Brother Is an Only Child', 14 theaters, 119 days / 17 weeks,"b'$308,300'",ThinkFilm,"March 28, 2008",b'Foreign',b'1 hrs. 40 min.',b'R',b'N/A',"b'$12,882,108'"
b'My Father My Lord', 9 theaters, 196 days / 28 weeks,"b'$245,700'",Kino,"May 16, 2008",b'Foreign',b'1 hrs. 12 min.',b'Unrated',b'N/A',"b'$571,566'"
"b""My Father's Glory""",N/A,N/A,"b'$3,560,400'",Orion Classics,"June 14, 1991",b'Foreign',b'1 hrs. 50 min.',b'G',b'N/A',N/A
b'My Fuhrer', 1 theaters, 28 days / 4 weeks,"b'$3,000'",First Run,"August 14, 2009",b'Foreign',b'1 hrs. 29 min.',b'Unrated',b'N/A',"b'$7,695,743'"
b'My Joy', 1 theaters, 84 days / 12 weeks,"b'$7,000'",Kino Lorber,"September 30, 2011",b'Foreign',b'N/A',b'Unrated',b'N/A',"b'$6,298'"
b'My Kingdom (2011)', 20 theaters, 21 days / 3 weeks,"b'$39,800'",China Lion,"September 9, 2011",b'Foreign',b'1 hrs. 37 min.',b'Unrated',b'N/A',"b'$36,533'"
b'My Life as a Dog', 1 theaters,N/A,"b'$18,483,400'",Skouras,"May 1, 1987",b'Foreign',b'1 hrs. 41 min.',b'Unrated',b'N/A',"b'$8,345,266'"
b'My Lucky Star', 23 theaters, 14 days / 2 weeks,"b'$70,500'",China Lion,"September 20, 2013",b'Foreign',b'1 hrs. 54 min.',b'Unrated',b'N/A',"b'$64,432'"
b'My Mexican Shivah', 1 theaters, 14 days / 2 weeks,"b'$15,700'",Emerging Pictures,"August 29, 2008",b'Foreign',b'1 hrs. 38 min.',b'Unrated',b'N/A',"b'$666,553'"
"b""My Mother's Castle""",N/A,N/A,"b'$3,038,300'",Orion Classics,"July 26, 1991",b'Foreign',b'1 hrs. 39 min.',b'PG',b'N/A',N/A
"b""My Mother's Smile""", 2 theaters, 182 days / 26 weeks,"b'$56,000'",New Yorker,"February 11, 2005",b'Foreign',b'1 hrs. 43 min.',b'Unrated',b'N/A',N/A
b'My Name is Khan', 125 theaters, 84 days / 12 weeks,"b'$4,378,100'",Fox Searchlight,"February 12, 2010",b'Foreign',b'2 hrs. 25 min.',b'PG-13',b'N/A',"b'$42,345,360'"
b'My Piece of the Pie', 2 theaters, 7 days / 1 weeks,"b'$7,600'",IFC,"December 9, 2011",b'Foreign',b'1 hrs. 49 min.',b'Unrated',b'N/A',"b'$6,850'"
b'My Way (2012)', 22 theaters, 45 days / 6.4 weeks,"b'$74,800'",CJ Entertainment,"April 20, 2012",b'Foreign',b'2 hrs. 24 min.',b'R',b'N/A',"b'$16,537,974'"
b'My Wife is an Actress', 38 theaters,N/A,"b'$1,671,200'",Sony Classics,"July 12, 2002",b'Foreign',b'1 hrs. 33 min.',b'R',b'N/A',"b'$5,169,438'"
b'My Worst Nightmare', 4 theaters, 126 days / 18 weeks,"b'$23,800'",Strand,"October 19, 2012",b'Foreign',b'1 hrs. 43 min.',b'Unrated',b'N/A',"b'$7,115,988'"
b'Mysteries of Lisbon', 6 theaters, 98 days / 14 weeks,"b'$121,000'",Music Box Films,"August 5, 2011",b'Foreign',b'4 hrs. 32 min.',b'Unrated',b'N/A',"b'$125,418'"
b'The Mystery of Happiness', 2 theaters, 56 days / 8 weeks,"b'$9,000'",Strand,"September 12, 2014",b'Foreign',b'1 hrs. 32 min.',b'Unrated',b'N/A',"b'$3,163,528'"
b'Namastey London', 65 theaters, 28 days / 4 weeks,"b'$1,519,300'",Eros,"March 23, 2007",b'Foreign',b'2 hrs. 17 min.',b'Unrated',b'N/A',"b'$15,273,747'"
b'The Names of Love', 24 theaters, 161 days / 23 weeks,"b'$560,700'",Music Box Films,"June 24, 2011",b'Foreign',b'1 hrs. 40 min.',b'R',b'N/A',"b'$4,591,113'"
b'The Nasty Girl', 40 theaters,N/A,"b'$4,692,900'",Miramax,"October 26, 1990",b'Foreign',b'1 hrs. 32 min.',b'PG-13',b'N/A',"b'$2,281,569'"
b'Nathalie', 2 theaters, 28 days / 4 weeks,"b'$41,000'",Koch Lorber Films,"April 14, 2006",b'Foreign',b'1 hrs. 45 min.',b'Unrated',b'N/A',"b'$5,228,683'"
b'Neal -N- Nikki', 44 theaters, 14 days / 2 weeks,"b'$150,700'",Yash Raj,"December 9, 2005",b'Foreign',b'1 hrs. 41 min.',b'Unrated',b'N/A',"b'$318,860'"
b'Neighboring Sounds', 3 theaters, 238 days / 34 weeks,"b'$66,200'",Cinema Guild,"August 24, 2012",b'Foreign',b'2 hrs. 11 min.',b'Unrated',b'N/A',N/A
b'Nelly and Monsieur Arnaud',N/A,N/A,"b'$1,861,800'",Artificial Eye,"June 21, 1996",b'Foreign',b'1 hrs. 43 min.',b'Unrated',b'N/A',N/A
"b""A New Day in Old Sana'a""", 1 theaters, 7 days / 1 weeks,"b'$1,000'",Arab Film Dist.,"November 10, 2006",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',N/A
b'New World (2013)', 24 theaters, 28 days / 4 weeks,"b'$499,300'",Well Go USA,"March 22, 2013",b'Foreign',b'2 hrs. 14 min.',b'Unrated',b'N/A',"b'$31,670,607'"
b'New York', 60 theaters, 28 days / 4 weeks,"b'$1,203,000'",Yash Raj,"June 26, 2009",b'Foreign',b'2 hrs. 34 min.',b'Unrated',b'N/A',"b'$1,935,820'"
b'Nez Rouge', 90 theaters, 53 days / 7.6 weeks,"b'$2,843,900'",Christal Films,"November 28, 2003",b'Foreign',b'1 hrs. 50 min.',b'Unrated',b'N/A',N/A
b'NH10', 40 theaters, 10 days / 1.4 weeks,"b'$323,800'",Eros,"March 13, 2015",b'Foreign',b'1 hrs. 55 min.',b'Unrated',b'N/A',N/A
b'Nico and Dani', 8 theaters,N/A,"b'$567,000'",Avatar,"February 2, 2001",b'Foreign',b'1 hrs. 30 min.',b'R',b'N/A',N/A
b'Night Across the Street', 2 theaters, 119 days / 17 weeks,"b'$18,200'",Cinema Guild,"February 8, 2013",b'Foreign',b'1 hrs. 50 min.',b'Unrated',b'N/A',N/A
b'The Night of the Shooting Stars',N/A,N/A,"b'$6,188,800'",MGM,"January 21, 1983",b'Foreign',b'1 hrs. 47 min.',b'R',b'N/A',N/A
b'Night Watch (Nochnoi Dozor)', 158 theaters, 119 days / 17 weeks,"b'$1,986,100'",Fox Searchlight,"February 17, 2006",b'Foreign / Horror',b'1 hrs. 54 min.',b'R',b'N/A',"b'$33,899,078'"
b'Nights of Cabiria (re-issue)', 9 theaters,N/A,"b'$1,388,600'",Rialto,"July 1, 1998",b'Foreign',b'1 hrs. 57 min.',b'Unrated',b'N/A',N/A
"b""Nina's Tragedies""", 15 theaters, 147 days / 21 weeks,"b'$322,700'",Wellspring,"March 25, 2005",b'Foreign',b'1 hrs. 46 min.',b'Unrated',b'N/A',N/A
b'Nine Queens', 36 theaters,N/A,"b'$1,822,800'",Sony Classics,"April 19, 2002",b'Foreign',b'1 hrs. 55 min.',b'R',b'N/A',"b'$12,413,888'"
b'The Ninth Day', 4 theaters, 182 days / 26 weeks,"b'$98,500'",Kino,"May 27, 2005",b'Foreign',b'1 hrs. 38 min.',b'Unrated',b'N/A',N/A
b'Nishabd', 25 theaters, 14 days / 2 weeks,"b'$92,900'",Eros,"March 2, 2007",b'Foreign',b'1 hrs. 50 min.',b'Unrated',b'N/A',"b'$2,655,669'"
b'Nitro', 74 theaters, 119 days / 17 weeks,"b'$4,744,000'",Alliance,"June 29, 2007",b'Foreign',b'1 hrs. 30 min.',b'R',b'N/A',"b'$3,780,889'"
b'No (2013)', 99 theaters, 126 days / 18 weeks,"b'$2,483,700'",Sony Classics,"February 15, 2013",b'Foreign',b'1 hrs. 58 min.',b'R',b'N/A',"b'$2,343,664'"
