title,theaters,release,domestic,distributor,release,genre,runtime,rating,budget,worldwide
b'The Silence', 11 theaters, 210 days / 30 weeks,"b'$105,500'",Music Box Films,"March 8, 2013",b'Foreign',b'1 hrs. 51 min.',b'Unrated',b'N/A',"b'$232,418'"
b'Silent Light', 1 theaters, 37 days / 5.3 weeks,"b'$72,600'",Palisades Tartan,"January 7, 2009",b'Foreign',b'2 hrs. 16 min.',b'Unrated',b'N/A',N/A
b'Silent Waters', 1 theaters, 119 days / 17 weeks,"b'$10,100'",First Run,"October 8, 2004",b'Foreign',b'1 hrs. 35 min.',b'Unrated',b'N/A',N/A
b'Simon', 1 theaters, 14 days / 2 weeks,"b'$5,400'",Strand,"April 7, 2006",b'Foreign',b'1 hrs. 42 min.',b'Unrated',b'N/A',"b'$1,107,774'"
b'Simon and the Oaks', 17 theaters, 42 days / 6 weeks,"b'$162,100'",The Film Arcade,"October 12, 2012",b'Foreign',b'2 hrs. 2 min.',b'Unrated',b'N/A',"b'$2,594,023'"
b'A Simple Life', 13 theaters, 63 days / 9 weeks,"b'$204,600'",China Lion,"April 13, 2012",b'Foreign',b'1 hrs. 58 min.',b'Unrated',b'N/A',"b'$2,802,459'"
b'Singh Is Kinng', 112 theaters, 22 days / 3.1 weeks,"b'$2,604,500'",Studio 18,"August 7, 2008",b'Foreign',b'2 hrs. 15 min.',b'Unrated',b'N/A',"b'$29,169,677'"
b'Singh Saab The Great', 54 theaters, 21 days / 3 weeks,"b'$234,000'",Eros,"November 22, 2013",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',"b'$225,668'"
b'Singham', 50 theaters, 63 days / 9 weeks,"b'$382,700'",Reliance Big Pictures,"July 22, 2011",b'Foreign',b'2 hrs. 23 min.',b'Unrated',b'N/A',"b'$350,864'"
b'Singham Returns', 127 theaters, 35 days / 5 weeks,"b'$1,320,500'",Eros,"August 15, 2014",b'Foreign / Action',b'2 hrs. 22 min.',b'Unrated',b'N/A',"b'$1,232,018'"
b'Sister (2012)', 14 theaters, 210 days / 30 weeks,"b'$167,200'",Adopt Films,"October 5, 2012",b'Foreign',b'1 hrs. 37 min.',b'Unrated',b'N/A',"b'$554,550'"
b'Six in Paris (re-issue)', 1 theaters, 42 days / 6 weeks,"b'$18,700'",New Yorker,"October 3, 2008",b'Foreign',b'1 hrs. 35 min.',b'Unrated',b'N/A',N/A
b'The Skin I Live In', 116 theaters, 168 days / 24 weeks,"b'$3,521,400'",Sony Classics,"October 14, 2011",b'Foreign',b'2 hrs. 0 min.',b'R',b'N/A',"b'$30,842,353'"
b'Sleep Dealer', 18 theaters, 70 days / 10 weeks,"b'$96,700'",Maya Entertainment,"April 17, 2009",b'Foreign',b'1 hrs. 30 min.',b'PG-13',b'N/A',"b'$107,559'"
b'The Sleeping Beauty', 3 theaters, 77 days / 11 weeks,"b'$31,700'",Strand,"July 8, 2011",b'Foreign',b'1 hrs. 22 min.',b'Unrated',b'N/A',"b'$29,066'"
b'Sleepless Night', 2 theaters, 7 days / 1 weeks,"b'$3,700'",Tribeca Film,"May 11, 2012",b'Foreign / Action',b'1 hrs. 38 min.',b'Unrated',b'N/A',"b'$3,358'"
b'Small Change (re-issue)', 2 theaters, 430 days / 61.4 weeks,"b'$42,600'",The Film Desk,"November 24, 2009",b'Foreign',b'1 hrs. 44 min.',b'PG',b'N/A',N/A
b'The Snitch Cartel',N/A,N/A,N/A,Palmera International,"October 18, 2013",b'Foreign',b'1 hrs. 46 min.',b'Unrated',b'N/A',"b'$2,081,908'"
b'Snow Girl and the Dark Crystal', 24 theaters, 52 days / 7.4 weeks,"b'$175,900'",Well Go USA,"February 27, 2015",b'Foreign',b'1 hrs. 58 min.',b'Unrated',b'N/A',"b'$165,428'"
"b""Snowman's Land""", 1 theaters, 21 days / 3 weeks,"b'$1,300'",Music Box Films,"September 14, 2012",b'Foreign',b'1 hrs. 35 min.',b'Unrated',b'N/A',N/A
b'So Close', 11 theaters, 28 days / 4 weeks,"b'$110,000'",Strand,"September 12, 2003",b'Foreign / Action',b'1 hrs. 50 min.',b'R',b'N/A',"b'$76,584'"
b'So Young', 3 theaters, 14 days / 2 weeks,"b'$11,600'",China Lion,"June 14, 2013",b'Foreign',b'2 hrs. 14 min.',b'Unrated',b'N/A',"b'$11,186'"
b'Soap', 2 theaters, 56 days / 8 weeks,"b'$5,500'",Strand,"November 3, 2006",b'Foreign',b'1 hrs. 44 min.',b'Unrated',b'N/A',"b'$145,135'"
b'Solo Con Tu Pareja', 1 theaters, 16 days / 2.3 weeks,"b'$13,100'",IFC,"September 20, 2006",b'Foreign',b'1 hrs. 33 min.',b'Unrated',b'N/A',N/A
b'Something in the Air', 10 theaters,N/A,"b'$88,000'",IFC,"May 3, 2013",b'Foreign',b'2 hrs. 2 min.',b'Unrated',b'N/A',N/A
b'A Somewhat Gentle Man', 3 theaters, 119 days / 17 weeks,"b'$41,600'",Strand,"January 14, 2011",b'Foreign',b'1 hrs. 45 min.',b'Unrated',b'N/A',"b'$1,824,914'"
b'Somewhere Only We Know', 46 theaters, 28 days / 4 weeks,"b'$514,400'",China Lion,"February 13, 2015",b'Foreign',b'1 hrs. 49 min.',b'Unrated',b'N/A',"b'$482,341'"
b'The Son', 3 theaters, 259 days / 37 weeks,"b'$100,500'",New Yorker,"January 10, 2003",b'Foreign',b'1 hrs. 43 min.',b'Unrated',b'N/A',"b'$70,262'"
b'Son of Sardaar', 109 theaters, 31 days / 4.4 weeks,"b'$830,300'",Eros,"November 13, 2012",b'Foreign',b'2 hrs. 25 min.',b'Unrated',b'N/A',"b'$771,789'"
b'Son of the Bride', 18 theaters,N/A,"b'$931,200'",Sony Classics,"March 22, 2002",b'Foreign',b'2 hrs. 3 min.',b'R',b'N/A',"b'$8,597,323'"
"b""The Son's Room""", 21 theaters,N/A,"b'$1,514,900'",Miramax,"January 25, 2002",b'Foreign',b'1 hrs. 39 min.',b'R',b'N/A',"b'$11,767,402'"
b'The Song of Sparrows', 5 theaters, 231 days / 33 weeks,"b'$134,900'",Regent Releasing,"April 3, 2009",b'Foreign',b'1 hrs. 36 min.',b'PG',b'N/A',"b'$220,360'"
b'Songs from the Second Floor', 2 theaters, 490 days / 70 weeks,"b'$118,200'",New Yorker,"August 17, 2001",b'Foreign',b'1 hrs. 38 min.',b'Unrated',b'N/A',N/A
b'Sophie Scholl - The Final Days', 28 theaters, 189 days / 27 weeks,"b'$899,500'",Zeitgeist,"February 17, 2006",b'Foreign',b'1 hrs. 57 min.',b'Unrated',b'N/A',"b'$10,804,315'"
b'The Sorcerer and the White Snake', 4 theaters, 35 days / 5 weeks,"b'$20,500'",Magnolia,"February 8, 2013",b'Foreign / Action',b'1 hrs. 40 min.',b'PG-13',b'N/A',"b'$2,118,759'"
b'Soul Kitchen', 23 theaters, 84 days / 12 weeks,"b'$301,600'",IFC,"August 20, 2010",b'Foreign',b'1 hrs. 39 min.',b'Unrated',b'N/A',"b'$17,872,796'"
b'Sound of Noise', 5 theaters, 35 days / 5 weeks,"b'$27,200'",Magnolia,"March 9, 2012",b'Foreign',b'1 hrs. 42 min.',b'R',b'N/A',N/A
b'Special ID', 10 theaters, 7 days / 1 weeks,"b'$13,800'",Well Go USA,"March 7, 2014",b'Foreign / Action',b'1 hrs. 39 min.',b'R',b'N/A',"b'$12,666'"
b'Special Treatment', 1 theaters, 80 days / 11.4 weeks,"b'$9,700'",First Run,"August 26, 2011",b'Foreign',b'1 hrs. 35 min.',b'Unrated',b'N/A',"b'$294,483'"
b'Spring Fever', 2 theaters, 77 days / 11 weeks,"b'$12,100'",Strand,"June 4, 2010",b'Foreign',b'1 hrs. 56 min.',b'Unrated',b'N/A',"b'$161,110'"
"b'Spring, Summer, Fall, Winter... and Spring'", 74 theaters, 196 days / 28 weeks,"b'$3,320,100'",Sony Classics,"April 2, 2004",b'Foreign',b'1 hrs. 43 min.',b'R',b'N/A',"b'$9,524,745'"
b'Stalingrad', 2 theaters,N/A,"b'$304,500'",Strand,"May 24, 1995",b'Foreign',b'2 hrs. 30 min.',b'Unrated',b'N/A',N/A
b'Stalingrad (2014)', 308 theaters, 38 days / 5.4 weeks,"b'$1,102,100'",Sony / Columbia,"February 28, 2014",b'Foreign',b'2 hrs. 11 min.',b'R',b'N/A',"b'$68,129,518'"
b'The Star Maker', 29 theaters,N/A,"b'$728,200'",Miramax,"March 8, 1996",b'Foreign',b'1 hrs. 53 min.',b'R',b'N/A',N/A
b'Starry Starry Night', 2 theaters, 84 days / 12 weeks,"b'$11,000'",China Lion,"March 23, 2012",b'Foreign',b'1 hrs. 39 min.',b'Unrated',b'N/A',"b'$10,033'"
b'Step Up to the Plate', 6 theaters, 154 days / 22 weeks,"b'$52,000'",Cinema Guild,"September 14, 2012",b'Foreign',b'1 hrs. 26 min.',b'Unrated',b'N/A',N/A
b'Steve + Sky', 1 theaters, 3 days / 0.4 weeks,b'$800',Lifesize,"July 8, 2005",b'Foreign',b'1 hrs. 37 min.',b'Unrated',b'N/A',N/A
b'Still Life', 2 theaters, 154 days / 22 weeks,"b'$92,900'",New Yorker,"January 18, 2008",b'Foreign',b'1 hrs. 51 min.',b'Unrated',b'N/A',"b'$2,504,465'"
b'Still Walking', 13 theaters, 35 days / 5 weeks,"b'$193,700'",IFC,"August 28, 2009",b'Foreign',b'1 hrs. 54 min.',b'Unrated',b'N/A',"b'$3,258,304'"
b'Stolen Children', 26 theaters,N/A,"b'$1,948,000'",Samuel Goldwyn,"March 3, 1993",b'Foreign',b'1 hrs. 54 min.',b'Unrated',b'N/A',N/A
b'The Story of Boys and Girls',N/A,N/A,"b'$1,524,700'",Aries Films,"August 23, 1991",b'Foreign',b'1 hrs. 32 min.',b'Unrated',b'N/A',N/A
b'The Story of Qiu Ju', 35 theaters,N/A,"b'$3,954,000'",Sony Classics,"April 16, 1993",b'Foreign',b'1 hrs. 50 min.',b'PG',b'N/A',N/A
b'Straight from the Heart', 35 theaters, 31 days / 4.4 weeks,"b'$1,717,400'",Vid.,"June 18, 1999",b'Foreign',b'1 hrs. 28 min.',b'Unrated',b'N/A',N/A
b'The Strange Case of Angelica', 2 theaters, 191 days / 27.3 weeks,"b'$55,000'",Cinema Guild,"December 29, 2010",b'Foreign',b'1 hrs. 37 min.',b'Unrated',b'N/A',N/A
"b""The Strange Color of Your Body's Tears""", 3 theaters, 98 days / 14 weeks,"b'$7,600'",Strand,"August 29, 2014",b'Foreign',b'1 hrs. 42 min.',b'Unrated',b'N/A',N/A
b'The Strange Little Cat', 1 theaters,N/A,"b'$6,300'",KimStim,"August 1, 2014",b'Foreign',b'1 hrs. 12 min.',b'Unrated',b'N/A',"b'$5,885'"
b'Stranger By the Lake', 16 theaters, 105 days / 15 weeks,"b'$353,100'",Strand,"January 24, 2014",b'Foreign',b'1 hrs. 40 min.',b'Unrated',b'N/A',N/A
b'Strawberry and Chocolate',N/A,N/A,"b'$4,142,500'",Miramax,"January 20, 1995",b'Foreign',b'1 hrs. 44 min.',b'R',b'N/A',"b'$2,084,187'"
b'Stray Dogs', 3 theaters, 63 days / 9 weeks,"b'$11,100'",Cinema Guild,"September 12, 2014",b'Foreign',b'2 hrs. 18 min.',b'Unrated',b'N/A',"b'$10,433'"
b'Strayed', 29 theaters, 217 days / 31 weeks,"b'$673,200'",Wellspring,"May 14, 2004",b'Foreign',b'1 hrs. 35 min.',b'Unrated',b'N/A',"b'$2,938,832'"
b'Strike', 3 theaters, 21 days / 3 weeks,"b'$11,200'",Laemmle / Zeller Films,"June 15, 2007",b'Foreign',b'1 hrs. 51 min.',b'Unrated',b'N/A',N/A
b'The Stroller Strategy', 1 theaters, 21 days / 3 weeks,"b'$3,600'",Rialto,"June 14, 2013",b'Foreign',b'1 hrs. 28 min.',b'Unrated',b'N/A',"b'$3,462'"
b'Student of the Year', 106 theaters, 24 days / 3.4 weeks,"b'$720,900'",Eros,"October 19, 2012",b'Foreign',b'N/A',b'Unrated',b'N/A',"b'$670,086'"
b'The Sugar Curtain', 1 theaters, 7 days / 1 weeks,b'$700',Icarus Films,"July 27, 2007",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',"b'$67,110'"
b'Suite Francaise',N/A,N/A,N/A,Weinstein Company,TBD,b'Foreign',b'N/A',b'Not Yet Rated',b'N/A',"b'$9,337,930'"
b'Sukob (The Wedding Curse)', 8 theaters, 21 days / 3 weeks,"b'$397,200'",ABS-CBN International,"August 4, 2006",b'Foreign / Horror',b'1 hrs. 40 min.',b'Unrated',b'N/A',N/A
"b""Summer '04""", 2 theaters, 72 days / 10.3 weeks,"b'$25,800'",Cinema Guild,"August 1, 2007",b'Foreign',b'1 hrs. 37 min.',b'Unrated',b'N/A',"b'$632,017'"
b'Summer Hours', 50 theaters, 105 days / 15 weeks,"b'$1,923,500'",IFC,"May 15, 2009",b'Foreign',b'1 hrs. 39 min.',b'Unrated',b'N/A',"b'$7,659,258'"
b'Summer in Berlin', 1 theaters, 7 days / 1 weeks,"b'$10,500'",D Street Releasing,"March 30, 2007",b'Foreign',b'1 hrs. 45 min.',b'Unrated',b'N/A',"b'$7,718,317'"
b'Summer Palace', 3 theaters, 105 days / 15 weeks,"b'$76,000'",Palm,"January 18, 2008",b'Foreign',b'2 hrs. 20 min.',b'Unrated',b'N/A',"b'$143,027'"
b'Summer Storm', 10 theaters, 105 days / 15 weeks,"b'$125,800'",Regent Releasing,"March 17, 2006",b'Foreign',b'1 hrs. 38 min.',b'R',b'N/A',"b'$2,085,166'"
"b""A Summer's Tale""", 9 theaters, 129 days / 18.4 weeks,"b'$211,500'",Big World Pictures,"June 20, 2014",b'Foreign',b'1 hrs. 48 min.',b'G',b'N/A',N/A
b'Sunflower', 1 theaters, 35 days / 5 weeks,"b'$30,100'",New Yorker,"August 17, 2007",b'Foreign',b'2 hrs. 9 min.',b'Unrated',b'N/A',"b'$8,250,145'"
b'Sur le Seuil', 61 theaters, 77 days / 11 weeks,"b'$2,892,500'",Odeon,"October 3, 2003",b'Foreign',b'1 hrs. 37 min.',b'Unrated',b'N/A',N/A
b'The Suspect (2014)', 20 theaters, 28 days / 4 weeks,"b'$237,900'",Well Go USA,"January 10, 2014",b'Foreign',b'2 hrs. 17 min.',b'Unrated',b'N/A',"b'$21,581,583'"
b'Swades', 74 theaters, 56 days / 8 weeks,"b'$1,693,000'",UTV Communications,"December 17, 2004",b'Foreign',b'3 hrs. 0 min.',b'Unrated',b'N/A',"b'$1,223,240'"
b'Sworn Virgin', 4 theaters, 42 days / 6 weeks,"b'$4,600'",Strand,"April 22, 2016",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',N/A
b'Sympathy for Mr. Vengeance', 6 theaters, 119 days / 17 weeks,"b'$61,200'",Tartan,"August 19, 2005",b'Foreign',b'2 hrs. 9 min.',b'R',b'N/A',"b'$1,954,937'"
b'Syndromes and a Century', 2 theaters, 93 days / 13.3 weeks,"b'$21,000'",Strand,"April 18, 2007",b'Foreign',b'1 hrs. 45 min.',b'Unrated',b'N/A',"b'$64,453'"
b'The Syrian Bride', 4 theaters, 226 days / 32.3 weeks,"b'$505,000'",Koch Lorber Films,"November 16, 2005",b'Foreign',b'1 hrs. 37 min.',b'Unrated',b'N/A',"b'$1,522,967'"
b'Ta Ra Rum Pum', 85 theaters, 35 days / 5 weeks,"b'$1,098,400'",Yash Raj,"April 27, 2007",b'Foreign',b'2 hrs. 36 min.',b'Unrated',b'N/A',"b'$15,242,548'"
b'Taal', 44 theaters,N/A,"b'$3,444,500'",Eros,"August 13, 1999",b'Foreign',b'2 hrs. 59 min.',b'Unrated',b'N/A',N/A
b'Taare Zameen Par', 70 theaters, 49 days / 7 weeks,"b'$1,511,000'",UTV Communications,"December 21, 2007",b'Foreign',b'2 hrs. 45 min.',b'Unrated',b'N/A',"b'$21,897,373'"
b'Table No. 21', 23 theaters, 14 days / 2 weeks,"b'$51,000'",Eros,"January 4, 2013",b'Foreign',b'N/A',b'Unrated',b'N/A',"b'$46,720'"
b'Taboo (Gohatto)', 3 theaters,N/A,"b'$183,800'",New Yorker,"October 6, 2000",b'Foreign',b'1 hrs. 41 min.',b'Unrated',b'N/A',"b'$114,425'"
b'Tae Guk Gi:<br/>The Brotherhood of War', 34 theaters, 105 days / 15 weeks,"b'$1,549,400'",IDP,"September 3, 2004",b'Foreign / Action',b'2 hrs. 20 min.',b'R',b'N/A',"b'$69,827,583'"
b'Tai Chi Hero', 7 theaters, 56 days / 8 weeks,"b'$38,300'",Well Go USA,"April 26, 2013",b'Foreign / Action',b'1 hrs. 40 min.',b'Unrated',b'N/A',"b'$381,901'"
b'Tai Chi Zero', 31 theaters, 42 days / 6 weeks,"b'$228,100'",Variance Films,"October 19, 2012",b'Foreign / Action',b'1 hrs. 34 min.',b'PG-13',b'N/A',"b'$212,094'"
b'Take My Eyes', 2 theaters, 91 days / 13 weeks,"b'$40,300'",New Yorker,"March 17, 2006",b'Foreign',b'1 hrs. 49 min.',b'Unrated',b'N/A',"b'$6,086,423'"
b'The Taking of Tiger Mountain', 13 theaters, 31 days / 4.4 weeks,"b'$244,200'",Well Go USA,"January 2, 2015",b'Foreign / Action',b'2 hrs. 16 min.',b'Unrated',b'N/A',"b'$228,984'"
b'Talaash', 172 theaters, 42 days / 6 weeks,"b'$3,090,100'",Reliance Big Pictures,"November 30, 2012",b'Foreign',b'2 hrs. 19 min.',b'Unrated',b'N/A',"b'$2,871,956'"
b'A Tale of Two Sisters', 9 theaters, 133 days / 19 weeks,"b'$99,500'",Tartan,"December 3, 2004",b'Foreign / Horror',b'1 hrs. 55 min.',b'R',b'N/A',"b'$72,541'"
"b""A Tale of Winter (Conte d'hiver)""", 3 theaters, 60 days / 8.6 weeks,"b'$24,700'",Big World Pictures,"December 19, 2014",b'Foreign',b'1 hrs. 54 min.',b'Unrated',b'N/A',"b'$23,268'"
b'Talento de Barrio', 20 theaters, 28 days / 4 weeks,"b'$82,700'",Maya Entertainment,"October 10, 2008",b'Foreign',b'1 hrs. 47 min.',b'R',b'N/A',"b'$1,650,198'"
b'Talk to Her', 255 theaters, 210 days / 30 weeks,"b'$13,384,800'",Sony Classics,"November 22, 2002",b'Foreign',b'1 hrs. 56 min.',b'R',b'N/A',"b'$51,001,550'"
b'A Talking Picture', 2 theaters, 91 days / 13 weeks,"b'$27,800'",Kino,"December 10, 2004",b'Foreign',b'1 hrs. 36 min.',b'Unrated',b'N/A',N/A
b'Tangerines', 12 theaters, 73 days / 10.4 weeks,"b'$147,200'",Samuel Goldwyn,"April 17, 2015",b'Foreign',b'1 hrs. 26 min.',b'Unrated',b'N/A',"b'$144,501'"
b'Tango', 63 theaters,N/A,"b'$3,235,500'",Sony Classics,"January 22, 1999",b'Foreign',b'1 hrs. 45 min.',b'PG-13',b'N/A',N/A
b'The Taste of Others', 14 theaters, 213 days / 30.4 weeks,"b'$1,363,800'",Miramax,"September 15, 2000",b'Foreign',b'1 hrs. 52 min.',b'R',b'N/A',"b'$1,021,938'"
b'Tasuma:<br/>The Fighter', 1 theaters, 7 days / 1 weeks,b'$700',Artmattan Prods.,"July 30, 2004",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',N/A
b'Tatie Danielle', 17 theaters,N/A,"b'$1,243,700'",Miramax,"May 17, 1991",b'Foreign',b'1 hrs. 51 min.',b'PG-13',b'N/A',N/A
b'Taur Mittran Di', 24 theaters, 7 days / 1 weeks,"b'$76,000'",Eros,"May 11, 2012",b'Foreign',b'N/A',b'Unrated',b'N/A',N/A
b'Taxi 9211', 36 theaters, 42 days / 6 weeks,"b'$387,100'",UTV Communications,"February 24, 2006",b'Foreign',b'2 hrs. 5 min.',b'Unrated',b'N/A',N/A
b'Taxidermia', 2 theaters, 84 days / 12 weeks,"b'$13,800'",Regent Releasing,"August 14, 2009",b'Foreign / Horror',b'1 hrs. 31 min.',b'Unrated',b'N/A',N/A
b'Tazza:<br/>The Hidden Card', 11 theaters, 35 days / 5 weeks,"b'$263,500'",CJ Entertainment,"September 19, 2014",b'Foreign',b'2 hrs. 27 min.',b'Unrated',b'N/A',"b'$251,555'"
b'Tears of the Black Tiger', 5 theaters, 119 days / 17 weeks,"b'$94,700'",Magnolia,"January 12, 2007",b'Foreign / Action',b'1 hrs. 50 min.',b'Unrated',b'N/A',N/A
b'Teddy Bear', 2 theaters,N/A,"b'$18,000'",Film Movement,"August 22, 2012",b'Foreign',b'1 hrs. 32 min.',b'Unrated',b'N/A',N/A
b'Tees Maar Khan', 108 theaters, 30 days / 4.3 weeks,"b'$1,167,000'",UTV Communications,"December 22, 2010",b'Foreign',b'2 hrs. 15 min.',b'Unrated',b'N/A',"b'$2,454,414'"
b'Tell No One', 112 theaters, 226 days / 32.3 weeks,"b'$7,450,500'",Music Box Films,"July 2, 2008",b'Foreign',b'2 hrs. 5 min.',b'Unrated',b'N/A',"b'$33,406,992'"
b'Temptress Moon', 46 theaters,N/A,"b'$2,076,900'",Miramax,"June 13, 1997",b'Foreign',b'2 hrs. 10 min.',b'R',b'N/A',N/A
b'Ten Canoes', 9 theaters, 147 days / 21 weeks,"b'$357,000'",Palm,"June 1, 2007",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',"b'$3,360,030'"
b'Tera Jadoo Chal Gayaa', 25 theaters, 10 days / 1.4 weeks,"b'$586,900'",Video Sound,"August 18, 2000",b'Foreign',b'2 hrs. 31 min.',b'Unrated',b'N/A',N/A
b'Tera Mera Ki Rishta', 17 theaters, 21 days / 3 weeks,"b'$328,000'",Eros,"April 10, 2009",b'Foreign',b'2 hrs. 46 min.',b'Unrated',b'N/A',"b'$345,063'"
b'Tere Naal Love Ho Gaya', 49 theaters, 28 days / 4 weeks,"b'$194,400'",UTV Communications,"February 24, 2012",b'Foreign',b'2 hrs. 10 min.',b'Unrated',b'N/A',"b'$177,743'"
b'Tere Naam',N/A,N/A,N/A,Eros,"August 15, 2003",b'Foreign',b'3 hrs. 2 min.',b'Unrated',b'N/A',"b'$2,822,744'"
b'Teri Meri Kahaani', 94 theaters, 24 days / 3.4 weeks,"b'$843,900'",Eros,"June 22, 2012",b'Foreign',b'2 hrs. 0 min.',b'Unrated',b'N/A',"b'$781,196'"
b'Terraferma',N/A,N/A,"b'$22,100'",Cohen Media Group,"July 24, 2013",b'Foreign',b'1 hrs. 28 min.',b'R',b'N/A',"b'$19,996'"
b'Tevar', 127 theaters, 11 days / 1.6 weeks,"b'$251,700'",Eros,"January 9, 2015",b'Foreign',b'2 hrs. 37 min.',b'Unrated',b'N/A',"b'$236,002'"
b'Teza', 1 theaters, 21 days / 3 weeks,"b'$34,500'",Mypheduh Films,"September 18, 2009",b'Foreign',b'2 hrs. 20 min.',b'Unrated',b'N/A',"b'$36,099'"
b'Tezz', 97 theaters, 21 days / 3 weeks,"b'$251,400'",Eros,"April 27, 2012",b'Foreign',b'2 hrs. 3 min.',b'Unrated',b'N/A',"b'$229,931'"
b'Thaandavam', 45 theaters, 28 days / 4 weeks,"b'$229,700'",UTV Communications,"September 28, 2012",b'Foreign / Action',b'2 hrs. 40 min.',b'Unrated',b'N/A',N/A
b'Thank You (2011)', 92 theaters, 28 days / 4 weeks,"b'$498,000'",UTV Communications,"April 8, 2011",b'Foreign',b'2 hrs. 5 min.',b'Unrated',b'N/A',"b'$5,451,540'"
b'That Demon Within', 16 theaters, 52 days / 7.4 weeks,"b'$179,200'",China Lion,"April 18, 2014",b'Foreign / Action',b'1 hrs. 52 min.',b'Unrated',b'N/A',"b'$172,343'"
b'That Man From Rio', 2 theaters, 17 days / 2.4 weeks,"b'$37,700'",Cohen Media Group,"August 22, 2014",b'Foreign',b'1 hrs. 52 min.',b'Unrated',b'N/A',N/A
b'Them', 5 theaters, 35 days / 5 weeks,"b'$63,000'",Slowhand Cinema,"August 24, 2007",b'Foreign / Horror',b'1 hrs. 17 min.',b'R',b'N/A',"b'$2,727,971'"
b'Therese', 8 theaters, 17 days / 2.4 weeks,"b'$112,600'",MPI Media Group,"August 23, 2013",b'Foreign',b'1 hrs. 50 min.',b'Unrated',b'N/A',"b'$1,611,539'"
b'The Thief', 39 theaters,N/A,"b'$2,080,100'",Stratosphere,"July 17, 1998",b'Foreign',b'1 hrs. 36 min.',b'R',b'N/A',N/A
b'The Thieves', 22 theaters, 70 days / 10 weeks,"b'$737,800'",Well Go USA,"October 12, 2012",b'Foreign / Action',b'2 hrs. 15 min.',b'Unrated',b'N/A',"b'$83,519,699'"
b'Thieves (Les Voleurs)',N/A,N/A,"b'$1,995,900'",Sony Classics,"December 25, 1996",b'Foreign',b'1 hrs. 56 min.',b'R',b'N/A',N/A
b'Thirst', 17 theaters, 28 days / 4 weeks,"b'$369,800'",Focus Features,"July 31, 2009",b'Foreign / Horror',b'2 hrs. 14 min.',b'R',b'N/A',"b'$13,008,937'"
b'Thoda Pyaar Thoda Magic', 68 theaters, 14 days / 2 weeks,"b'$440,700'",Yash Raj,"June 27, 2008",b'Foreign',b'2 hrs. 25 min.',b'Unrated',b'N/A',"b'$7,631,012'"
b'Thomas in Love', 5 theaters,N/A,"b'$67,700'",IFC,"August 3, 2001",b'Foreign',b'1 hrs. 37 min.',b'R',b'N/A',N/A
b'Three Dancing Slaves', 2 theaters, 77 days / 11 weeks,"b'$29,600'",TLA Releasing,"September 2, 2005",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',N/A
b'Three Men and a Cradle', 32 theaters,N/A,"b'$4,790,900'",Samuel Goldwyn,"April 25, 1986",b'Foreign',b'1 hrs. 46 min.',b'PG-13',b'N/A',N/A
b'Three Monkeys', 3 theaters, 119 days / 17 weeks,"b'$49,800'",Zeitgeist,"March 27, 2009",b'Foreign',b'1 hrs. 49 min.',b'Unrated',b'N/A',"b'$1,940,250'"
b'Three Times (Zui hao de shi guang)', 5 theaters, 107 days / 15.3 weeks,"b'$200,900'",IFC,"April 26, 2006",b'Foreign',b'2 hrs. 0 min.',b'Unrated',b'N/A',"b'$481,010'"
b'Three Worlds', 1 theaters, 17 days / 2.4 weeks,"b'$4,200'",Film Movement,"June 21, 2013",b'Foreign',b'1 hrs. 41 min.',b'Unrated',b'N/A',N/A
b'Three... Extremes', 19 theaters, 21 days / 3 weeks,"b'$104,700'",Lions Gate,"October 28, 2005",b'Foreign / Horror',b'2 hrs. 5 min.',b'R',b'N/A',"b'$509,486'"
b'Tie Me Up! Tie Me Down!', 82 theaters,N/A,"b'$8,368,000'",Miramax,"May 4, 1990",b'Foreign',b'1 hrs. 41 min.',b'NC-17',b'N/A',N/A
b'The Tiger and the Snow', 4 theaters, 14 days / 2 weeks,"b'$12,800'",Strand,"December 29, 2006",b'Foreign',b'1 hrs. 54 min.',b'Unrated',b'N/A',"b'$25,460,023'"
b'Timbuktu', 56 theaters, 121 days / 17.3 weeks,"b'$1,139,100'",Cohen Media Group,"January 28, 2015",b'Foreign',b'1 hrs. 37 min.',b'PG-13',b'N/A',"b'$1,076,075'"
b'Time', 1 theaters, 21 days / 3 weeks,"b'$20,200'",Lifesize,"July 13, 2007",b'Foreign',b'1 hrs. 37 min.',b'Unrated',b'N/A',"b'$721,712'"
b'Time Out', 22 theaters,N/A,"b'$668,600'",ThinkFilm,"March 29, 2002",b'Foreign',b'2 hrs. 14 min.',b'Unrated',b'N/A',"b'$1,189,692'"
b'The Time That Remains', 2 theaters,N/A,"b'$36,200'",IFC,"January 7, 2011",b'Foreign',b'1 hrs. 45 min.',b'Unrated',b'N/A',"b'$1,037,505'"
b'Time to Leave', 5 theaters, 147 days / 21 weeks,"b'$155,600'",Strand,"July 21, 2006",b'Foreign',b'1 hrs. 25 min.',b'Unrated',b'N/A',"b'$2,893,462'"
