title,theaters,release,domestic,distributor,release,genre,runtime,rating,budget,worldwide
b'Be with Me', 1 theaters, 7 days / 1 weeks,"b'$1,800'",Film Movement,"September 29, 2006",b'Foreign',b'1 hrs. 33 min.',b'Unrated',b'N/A',"b'$48,443'"
b'Bear Cub', 4 theaters, 154 days / 22 weeks,"b'$137,800'",TLA Releasing,"November 5, 2004",b'Foreign',b'1 hrs. 32 min.',b'R',b'N/A',N/A
b'The Beat That My Heart Skipped', 37 theaters, 168 days / 24 weeks,"b'$1,382,700'",Wellspring,"July 1, 2005",b'Foreign',b'1 hrs. 47 min.',b'Unrated',b'N/A',"b'$10,988,397'"
b'Beatrice', 8 theaters,N/A,"b'$446,300'",Samuel Goldwyn,"March 18, 1988",b'Foreign',b'2 hrs. 10 min.',b'R',b'N/A',N/A
b'Beaufort', 6 theaters, 147 days / 21 weeks,"b'$123,700'",Kino,"January 18, 2008",b'Foreign',b'2 hrs. 5 min.',b'Unrated',b'N/A',"b'$255,780'"
b'Beautiful Boxer', 5 theaters, 182 days / 26 weeks,"b'$180,900'",Regent Releasing,"January 21, 2005",b'Foreign',b'1 hrs. 58 min.',b'Unrated',b'N/A',"b'$638,317'"
b'A Beautiful Life', 23 theaters, 28 days / 4 weeks,"b'$71,100'",China Lion,"May 20, 2011",b'Foreign',b'N/A',b'Unrated',b'N/A',"b'$66,171'"
b'Beauty and the Beast (2002 re-issue)', 3 theaters, 322 days / 46 weeks,"b'$203,600'",Cowboy,"June 21, 2002",b'Foreign',b'1 hrs. 33 min.',b'Unrated',b'N/A',"b'$298,718'"
b'Beauty in Trouble', 2 theaters, 14 days / 2 weeks,"b'$23,300'",Menemsha,"June 13, 2008",b'Foreign',b'1 hrs. 50 min.',b'Unrated',b'N/A',"b'$1,491,168'"
b'Beauty Remains', 2 theaters, 7 days / 1 weeks,"b'$5,400'",Emerging Pictures,"September 21, 2007",b'Foreign',b'1 hrs. 27 min.',b'Unrated',b'N/A',N/A
b'Before I Forget', 2 theaters, 21 days / 3 weeks,"b'$33,300'",Strand,"July 18, 2008",b'Foreign',b'1 hrs. 48 min.',b'Unrated',b'N/A',"b'$120,867'"
b'Before the Fall', 4 theaters, 231 days / 33 weeks,"b'$192,700'",Picture This!,"October 7, 2005",b'Foreign',b'1 hrs. 50 min.',b'Unrated',b'N/A',"b'$3,764,219'"
b'Before the Rain',N/A,N/A,"b'$1,520,700'",Gramercy,"February 24, 1995",b'Foreign',b'1 hrs. 55 min.',b'Unrated',b'N/A',N/A
b'Beginning of the Great Revival', 29 theaters,N/A,"b'$163,400'",China Lion,"June 24, 2011",b'Foreign',b'2 hrs. 4 min.',b'Unrated',b'N/A',"b'$58,309,484'"
b'Beijing Bicycle', 9 theaters, 24 days / 3.4 weeks,"b'$98,600'",Sony Classics,"January 11, 2002",b'Foreign',b'1 hrs. 53 min.',b'PG-13',b'N/A',"b'$66,131'"
b'Beijing Love Story', 12 theaters, 42 days / 6 weeks,"b'$466,000'",China Lion,"February 14, 2014",b'Foreign',b'2 hrs. 2 min.',b'Unrated',b'N/A',"b'$428,318'"
b'Bel Borba Aqui', 2 theaters, 23 days / 3.3 weeks,"b'$8,000'",Producers Distribution Agency,"October 3, 2012",b'Foreign',b'N/A',b'Unrated',b'N/A',N/A
b'Belle De Jour (Re-issue)',N/A,N/A,"b'$8,036,900'",Miramax,"June 28, 1995",b'Foreign',b'1 hrs. 42 min.',b'R',b'N/A',"b'$4,037,017'"
b'Belle Epoque',N/A,N/A,"b'$11,225,300'",Sony Classics,"February 25, 1994",b'Foreign',b'1 hrs. 49 min.',b'R',b'N/A',N/A
b'Belle Toujours', 1 theaters, 49 days / 7 weeks,"b'$13,700'",New Yorker,"June 8, 2007",b'Foreign',b'1 hrs. 8 min.',b'Unrated',b'N/A',"b'$303,671'"
b'Beloved (2012)', 7 theaters,N/A,"b'$153,100'",IFC,"August 17, 2012",b'Foreign',b'2 hrs. 18 min.',b'Unrated',b'N/A',"b'$1,675,123'"
b'Beloved Sisters', 9 theaters, 98 days / 14 weeks,"b'$57,600'",Music Box Films,"January 9, 2015",b'Foreign',b'2 hrs. 51 min.',b'Unrated',b'N/A',"b'$2,207,030'"
b'Ben X', 1 theaters, 7 days / 1 weeks,"b'$1,900'",Film Movement,"October 24, 2008",b'Foreign',b'1 hrs. 33 min.',b'Unrated',b'N/A',"b'$2,744,414'"
b'Benda Bilili!', 3 theaters, 21 days / 3 weeks,"b'$14,600'",National Geographic Entertainment,"September 30, 2011",b'Foreign',b'1 hrs. 24 min.',b'PG-13',b'N/A',N/A
b'The Berlin File',N/A,N/A,"b'$725,500'",CJ Entertainment,"February 15, 2013",b'Foreign / Action',b'2 hrs. 0 min.',b'Unrated',b'N/A',"b'$48,965,210'"
b'Besharam', 217 theaters, 16 days / 2.3 weeks,"b'$705,100'",Reliance Big Pictures,"October 2, 2013",b'Foreign',b'2 hrs. 25 min.',b'Unrated',b'N/A',"b'$679,866'"
b'The Best Intentions', 47 theaters,N/A,"b'$2,614,900'",Samuel Goldwyn,"July 10, 1992",b'Foreign',b'3 hrs. 0 min.',b'Unrated',b'N/A',N/A
b'The Best of Youth', 5 theaters, 128 days / 18.3 weeks,"b'$370,200'",Miramax,"March 2, 2005",b'Foreign',b'6 hrs. 6 min.',b'R',b'N/A',"b'$2,693,053'"
b'Bethlehem', 29 theaters, 17 days / 2.4 weeks,"b'$219,400'",Adopt Films,"March 7, 2014",b'Foreign',b'1 hrs. 39 min.',b'Unrated',b'N/A',"b'$201,700'"
b'Betty', 3 theaters,N/A,"b'$121,500'",MK2 USA,"August 20, 1993",b'Foreign',b'1 hrs. 45 min.',b'Unrated',b'N/A',N/A
b'Betty Blue', 20 theaters,N/A,"b'$4,444,000'",Alive Films,"November 7, 1986",b'Foreign',b'2 hrs. 0 min.',b'Unrated',b'N/A',N/A
"b""Betty Blue:<br/>The Director's Cut""", 1 theaters, 49 days / 7 weeks,"b'$15,700'",Cinema Libre,"June 12, 2009",b'Foreign',b'3 hrs. 5 min.',b'Unrated',b'N/A',N/A
b'Bewaafa', 46 theaters,N/A,"b'$905,300'",Eros,"February 25, 2005",b'Foreign',b'2 hrs. 29 min.',b'Unrated',b'N/A',N/A
b'Beyond Outrage', 1 theaters, 14 days / 2 weeks,"b'$4,200'",Magnolia,"January 3, 2014",b'Foreign',b'1 hrs. 50 min.',b'R',b'N/A',"b'$16,215,856'"
b'Beyond Silence', 21 theaters,N/A,"b'$335,800'",Miramax,"June 5, 1998",b'Foreign',b'1 hrs. 49 min.',b'PG-13',b'N/A',N/A
b'Beyond the Hills', 17 theaters,N/A,"b'$133,300'",IFC,"March 8, 2013",b'Foreign',b'2 hrs. 32 min.',b'Unrated',b'N/A',"b'$124,919'"
b'Bhaag Milkha Bhaag', 140 theaters, 42 days / 6 weeks,"b'$1,691,400'",Reliance Big Pictures,"July 12, 2013",b'Foreign',b'2 hrs. 20 min.',b'Unrated',b'N/A',"b'$1,636,731'"
b'Bhagam Bhag', 51 theaters, 21 days / 3 weeks,"b'$1,027,000'",Rainbow Films,"December 22, 2006",b'Foreign',b'2 hrs. 37 min.',b'Unrated',b'N/A',"b'$14,730,896'"
b'Bhool Bhulaiyaa', 55 theaters, 21 days / 3 weeks,"b'$1,381,800'",Eros,"October 12, 2007",b'Foreign',b'N/A',b'Unrated',b'N/A',"b'$19,073,095'"
b'Bhoothnath', 64 theaters, 14 days / 2 weeks,"b'$574,100'",Eros,"May 9, 2008",b'Foreign',b'2 hrs. 16 min.',b'Unrated',b'N/A',"b'$13,236,817'"
b'The Bicycle Thief (1998 re-issue)', 4 theaters,N/A,"b'$575,300'",Kino,"October 2, 1998",b'Foreign',b'1 hrs. 33 min.',b'Unrated',b'N/A',N/A
b'The Bicycle Thief (2009 re-issue)', 2 theaters, 42 days / 6 weeks,"b'$41,900'",Corinth Films,"November 6, 2009",b'Foreign',b'1 hrs. 33 min.',b'Unrated',b'N/A',N/A
b'Bicycling with Moliere', 6 theaters, 107 days / 15.3 weeks,"b'$62,200'",Strand,"April 23, 2014",b'Foreign',b'1 hrs. 44 min.',b'Unrated',b'N/A',"b'$10,759,874'"
b'Big Bad Wolves', 7 theaters, 70 days / 10 weeks,"b'$36,200'",Magnolia,"January 17, 2014",b'Foreign',b'1 hrs. 50 min.',b'Unrated',b'N/A',N/A
"b""Big Girls Don't Cry""", 1 theaters, 7 days / 1 weeks,"b'$1,700'",Strand,"September 3, 2004",b'Foreign',b'1 hrs. 32 min.',b'Unrated',b'N/A',N/A
b'Big Man Japan', 5 theaters, 91 days / 13 weeks,"b'$49,200'",Magnolia,"May 15, 2009",b'Foreign',b'1 hrs. 53 min.',b'PG-13',b'N/A',"b'$9,763,244'"
b'The Big Picture (2012)', 8 theaters, 70 days / 10 weeks,"b'$170,400'",MPI Media Group,"October 12, 2012",b'Foreign',b'N/A',b'Unrated',b'N/A',N/A
b'Billu', 70 theaters, 28 days / 4 weeks,"b'$876,400'",Eros,"February 13, 2009",b'Foreign',b'N/A',b'Unrated',b'N/A',"b'$8,034,797'"
b'Billy and Buddy', 2 theaters, 7 days / 1 weeks,"b'$1,000'",Distrib Films,"November 8, 2013",b'Foreign',b'1 hrs. 22 min.',b'Unrated',b'N/A',"b'$15,230,550'"
b'Bitter Sugar', 12 theaters,N/A,"b'$881,800'",First Look,"October 11, 1996",b'Foreign',b'1 hrs. 15 min.',b'Unrated',b'N/A',N/A
b'Biutiful', 191 theaters, 133 days / 19 weeks,"b'$5,620,400'",Roadside Attractions,"January 28, 2011",b'Foreign',b'2 hrs. 27 min.',b'R',b'N/A',"b'$25,147,786'"
b'Black', 45 theaters, 59 days / 8.4 weeks,"b'$1,019,800'",Yash Raj,"February 4, 2005",b'Foreign',b'2 hrs. 2 min.',b'Unrated',b'N/A',"b'$754,819'"
b'Black Book', 193 theaters, 142 days / 20.3 weeks,"b'$5,536,500'",Sony Classics,"April 4, 2007",b'Foreign',b'2 hrs. 25 min.',b'R',b'$21 million',"b'$26,768,563'"
b'Black Friday', 10 theaters, 14 days / 2 weeks,"b'$44,100'",AdLabs,"February 9, 2007",b'Foreign',b'2 hrs. 23 min.',b'Unrated',b'N/A',"b'$1,610,897'"
b'Black Out', 10 theaters, 7 days / 1 weeks,"b'$3,000'",Doppelganger Releasing,"February 21, 2014",b'Foreign / Action',b'1 hrs. 31 min.',b'Unrated',b'N/A',N/A
b'Blackmail Boy', 1 theaters, 49 days / 7 weeks,"b'$30,100'",Picture This!,"November 18, 2005",b'Foreign',b'1 hrs. 40 min.',b'Unrated',b'N/A',N/A
b'Blame It on Fidel', 3 theaters, 140 days / 20 weeks,"b'$211,500'",Koch Lorber Films,"August 3, 2007",b'Foreign',b'1 hrs. 39 min.',b'Unrated',b'N/A',"b'$1,360,243'"
b'Blancanieves', 27 theaters,N/A,"b'$289,100'",Cohen Media Group,"March 29, 2013",b'Foreign',b'1 hrs. 44 min.',b'PG-13',b'N/A',"b'$279,735'"
b'Blind Mountain', 2 theaters, 65 days / 9.3 weeks,"b'$15,900'",Kino,"March 12, 2008",b'Foreign',b'1 hrs. 35 min.',b'Unrated',b'N/A',"b'$36,615'"
b'Bliss (2009)', 3 theaters, 126 days / 18 weeks,"b'$46,600'",First Run,"August 7, 2009",b'Foreign',b'1 hrs. 45 min.',b'Unrated',b'N/A',N/A
b'Blood and Bones',N/A,N/A,N/A,Tartan,N/A,b'Foreign',b'2 hrs. 20 min.',b'Not Yet Rated',b'N/A',"b'$4,586,617'"
b'A Bloody Aria', 1 theaters, 21 days / 3 weeks,b'$600',ImaginAsian Pictures,"January 4, 2008",b'Foreign / Horror',b'1 hrs. 55 min.',b'Unrated',b'N/A',"b'$587,941'"
b'The Blossoming of Maximo Oliveros', 2 theaters, 28 days / 4 weeks,"b'$37,100'",Unico Entertainment,"September 22, 2006",b'Foreign',b'1 hrs. 40 min.',b'Unrated',b'N/A',"b'$38,691'"
b'Blue', 19 theaters,N/A,"b'$2,746,300'",Miramax,"November 30, 1993",b'Foreign',b'1 hrs. 40 min.',b'R',b'N/A',N/A
b'Blue Is the Warmest Color', 142 theaters, 140 days / 20 weeks,"b'$2,292,200'",IFC,"October 25, 2013",b'Foreign',b'2 hrs. 59 min.',b'NC-17',b'N/A',"b'$7,379,806'"
b'The Blue Room', 42 theaters,N/A,"b'$265,700'",IFC,"October 3, 2014",b'Foreign',b'1 hrs. 15 min.',b'R',b'N/A',"b'$254,666'"
b'Bluff Master', 46 theaters, 42 days / 6 weeks,"b'$969,500'",UTV Communications,"December 16, 2005",b'Foreign',b'2 hrs. 18 min.',b'Unrated',b'N/A',"b'$3,289,047'"
b'The Boat Is Full (re-issue)', 1 theaters, 7 days / 1 weeks,"b'$2,300'",Castle Hill,"March 11, 2005",b'Foreign',b'1 hrs. 44 min.',b'PG',b'N/A',N/A
b'Bodyguard', 88 theaters,N/A,"b'$2,000,700'",Reliance Big Pictures,"August 31, 2011",b'Foreign',b'2 hrs. 25 min.',b'Unrated',b'N/A',"b'$1,834,384'"
b'Bol Bachchan', 98 theaters, 24 days / 3.4 weeks,"b'$1,353,800'",FIP,"July 6, 2012",b'Foreign',b'1 hrs. 46 min.',b'PG',b'N/A',"b'$28,775,262'"
b'Bon Voyage', 94 theaters, 154 days / 22 weeks,"b'$3,283,500'",Sony Classics,"March 19, 2004",b'Foreign',b'1 hrs. 54 min.',b'PG-13',b'N/A',"b'$9,049,489'"
b'Bon Voyage (Canada)', 16 theaters, 17 days / 2.4 weeks,"b'$213,600'",TVA,"October 17, 2003",b'Foreign',b'1 hrs. 55 min.',b'PG-13',b'N/A',N/A
b'Bonjour M. Shlomi', 6 theaters, 168 days / 24 weeks,"b'$150,100'",Strand,"July 2, 2004",b'Foreign',b'1 hrs. 34 min.',b'Unrated',b'N/A',N/A
b'Bonsai', 3 theaters, 98 days / 14 weeks,"b'$22,700'",Strand,"May 11, 2012",b'Foreign',b'1 hrs. 35 min.',b'Unrated',b'N/A',"b'$21,267'"
b'Borgman', 14 theaters, 70 days / 10 weeks,"b'$59,800'",Drafthouse,"June 6, 2014",b'Foreign',b'1 hrs. 53 min.',b'Unrated',b'N/A',"b'$1,009,474'"
b'Boss of It All', 4 theaters, 58 days / 8.3 weeks,"b'$64,900'",IFC,"May 23, 2007",b'Foreign',b'1 hrs. 39 min.',b'Unrated',b'N/A',"b'$3,111,395'"
b'A Bottle in the Gaza Sea', 2 theaters, 7 days / 1 weeks,"b'$6,400'",Film Movement,"January 4, 2013",b'Foreign',b'1 hrs. 40 min.',b'Unrated',b'N/A',"b'$311,838'"
b'Boy Meets Girl', 1 theaters, 7 days / 1 weeks,"b'$13,100'",Carlotta Films,"August 8, 2014",b'Foreign',b'1 hrs. 40 min.',b'Unrated',b'N/A',N/A
b'Bread and Tulips', 84 theaters,N/A,"b'$8,114,200'",First Look,"July 27, 2001",b'Foreign',b'1 hrs. 54 min.',b'PG-13',b'N/A',"b'$8,478,434'"
b'Break Ke Baad', 85 theaters,N/A,"b'$462,300'",Reliance Big Pictures,"November 24, 2010",b'Foreign',b'1 hrs. 53 min.',b'Unrated',b'N/A',"b'$816,988'"
b'Breaking News',N/A,N/A,N/A,Palm,N/A,b'Foreign',b'1 hrs. 29 min.',b'Unrated',b'N/A',"b'$1,028,420'"
b'Breakup Buddies', 24 theaters, 49 days / 7 weeks,"b'$833,700'",China Lion,"October 3, 2014",b'Foreign',b'1 hrs. 56 min.',b'Unrated',b'N/A',"b'$777,896'"
b'The Breakup Guru', 12 theaters, 31 days / 4.4 weeks,"b'$217,200'",China Lion,"June 27, 2014",b'Foreign',b'1 hrs. 54 min.',b'Unrated',b'N/A',"b'$208,959'"
b'Breathing', 2 theaters, 91 days / 13 weeks,"b'$5,100'",Kino Lorber,"August 31, 2012",b'Foreign',b'1 hrs. 34 min.',b'Unrated',b'N/A',"b'$807,436'"
b'The Bride Wore Black (2011 re-release)', 2 theaters, 399 days / 57 weeks,"b'$48,600'",The Film Desk,"November 4, 2011",b'Foreign',b'1 hrs. 47 min.',b'Unrated',b'N/A',N/A
b'The Bridesmaid', 6 theaters, 189 days / 27 weeks,"b'$147,400'",First Run,"August 4, 2006",b'Foreign',b'1 hrs. 50 min.',b'Unrated',b'N/A',"b'$361,999'"
b'Bright Days Ahead', 6 theaters, 35 days / 5 weeks,"b'$22,600'",Tribeca Film,"April 25, 2014",b'Foreign',b'1 hrs. 34 min.',b'Unrated',b'N/A',"b'$1,436,349'"
b'Bright Future', 1 theaters, 14 days / 2 weeks,"b'$7,200'",Palm,"November 12, 2004",b'Foreign',b'1 hrs. 32 min.',b'Unrated',b'N/A',"b'$5,166'"
b'Broken Circle Breakdown', 21 theaters, 161 days / 23 weeks,"b'$185,500'",Tribeca Film,"November 1, 2013",b'Foreign',b'1 hrs. 52 min.',b'Unrated',b'N/A',"b'$5,475,058'"
b'Broken Embraces', 202 theaters, 189 days / 27 weeks,"b'$5,539,200'",Sony Classics,"November 20, 2009",b'Foreign',b'1 hrs. 45 min.',b'R',b'N/A',"b'$30,991,660'"
b'Broken Sky', 2 theaters, 105 days / 15 weeks,"b'$38,400'",Strand,"September 29, 2006",b'Foreign',b'2 hrs. 20 min.',b'PG-13',b'N/A',"b'$160,445'"
b'Brotherhood (Broderskab)', 1 theaters, 21 days / 3 weeks,"b'$10,100'",Olive Films,"August 6, 2010",b'Foreign',b'1 hrs. 30 min.',b'R',b'N/A',N/A
b'Brotherhood of the Wolf', 405 theaters,N/A,"b'$16,783,600'",Universal,"January 11, 2002",b'Foreign / Action',b'2 hrs. 22 min.',b'R',b'$29 million',"b'$70,752,904'"
b'Brothers (2005)', 26 theaters,N/A,"b'$525,800'",IFC,"May 6, 2005",b'Foreign',b'1 hrs. 50 min.',b'R',b'N/A',"b'$489,706'"
b'The Bubble', 10 theaters, 119 days / 17 weeks,"b'$197,800'",Strand,"September 7, 2007",b'Foreign',b'1 hrs. 30 min.',b'Unrated',b'N/A',"b'$1,029,926'"
b'Buddha Mar Gaya', 5 theaters, 7 days / 1 weeks,"b'$23,300'",Eros,"August 17, 2007",b'Foreign',b'2 hrs. 15 min.',b'Unrated',b'N/A',"b'$1,265,490'"
"b'Buen Dia, Ramon'", 29 theaters, 21 days / 3 weeks,"b'$164,600'",FIP,"January 30, 2015",b'Foreign',b'2 hrs. 0 min.',b'PG-13',b'N/A',"b'$4,624,011'"
b'Bullet Vanishes', 14 theaters, 28 days / 4 weeks,"b'$130,900'",China Lion,"August 31, 2012",b'Foreign / Action',b'1 hrs. 44 min.',b'Unrated',b'N/A',"b'$117,629'"
b'Bullhead', 34 theaters, 77 days / 11 weeks,"b'$165,800'",Drafthouse,"February 17, 2012",b'Foreign',b'2 hrs. 4 min.',b'R',b'N/A',"b'$151,840'"
b'Bunty Aur Babli', 51 theaters, 35 days / 5 weeks,"b'$1,273,700'",Yash Raj,"May 27, 2005",b'Foreign',b'2 hrs. 50 min.',b'Unrated',b'N/A',"b'$3,370,142'"
b'Burning Bush', 2 theaters,N/A,"b'$17,600'",Kino Lorber,"June 11, 2014",b'Foreign',b'3 hrs. 51 min.',b'Unrated',b'N/A',"b'$16,731'"
b'Burnt by the Sun', 55 theaters,N/A,"b'$4,583,500'",Sony Classics,"April 21, 1995",b'Foreign',b'2 hrs. 32 min.',b'R',b'N/A',N/A
b'Burnt Money (Plata Quemada)', 5 theaters, 52 days / 7.4 weeks,"b'$280,200'",Strand,"October 19, 2001",b'Foreign',b'2 hrs. 5 min.',b'Unrated',b'N/A',"b'$183,132'"
b'But Always (Yi Sheng Yi Shi)', 20 theaters, 42 days / 6 weeks,"b'$461,000'",China Lion,"September 5, 2014",b'Foreign',b'1 hrs. 46 min.',b'Unrated',b'N/A',"b'$430,760'"
"b'The Butcher, the Chef and the Swordsman'", 37 theaters, 21 days / 3 weeks,"b'$51,800'",China Lion,"March 18, 2011",b'Foreign / Action',b'1 hrs. 35 min.',b'PG-13',b'N/A',"b'$2,035,177'"
b'Butterfly', 72 theaters,N/A,"b'$3,362,300'",Miramax,"June 16, 2000",b'Foreign',b'1 hrs. 34 min.',b'R',b'N/A',"b'$7,733,894'"
